Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3,
geografi,I vilket land hittar du Grand Canyon?,USA,Vietnam,Mali,Chile,
geografi,I vilket land finns Denali?,USA,Island,Thailand,Kambodja,
geografi,Vilket land är världens största oljeproducent?,USA,Saudiarabien,Ryssland,Kina,
geografi,I detta land finns världens högsta träd,USA,Kanada,Australien,Chile,
geografi,Vart ligger världens största grottssystem?,USA,Mexiko,Slovenien,Frankrike,
geografi,I detta land finns världens största kolreserv,USA,Ryssland,Kina,Australien,
geografi,Vart finns världens djupaste naturliga underjordiska sjö?,USA,Mexiko,Ryssland,Schweiz,
geografi,Vad heter världens sydligaste stad?,Ushuaia,Punta Arenas,Port Stanley,Puerto Natales,
geografi,Var ligger röda klippformationerna i Bryce Canyon?,Utah,Arizona,Nevada,Colorado,
geografi,I vilket land ligger staden Samarkand?,Uzbekistan,Kazakstan,Turkmenistan,Kirgizistan,
geografi,Vilken liechtensteinska stad är känd för sina slott?,Vaduz,Schaan,Balzers,Triesen,
geografi,Var kan man besöka Akvariet Oceanografic?,Valencia,Lissabon,Genua,Marseille,
geografi,Var ligger Europas största akvarium Oceanografic?,Valencia,Lissabon,Genua,Marseille,
geografi,Vad heter Europas största medelhavshamn?,Valencia,Barcelona,Genoa,Lisbon,
geografi,Huvudstad i Malta?,Valletta,Santiago,Dhaka,Tokyo,
geografi,Vad heter Indiens heliga stad vid Ganges?,Varanasi,Rishikesh,Jaipur,Goa,
geografi,Vad heter det gamla skeppet som visas på Vasamuseet?,Vasa,Wasa Regal,Kronan,Gripshunden,
geografi,Vem var första europé att nå Indien sjövägen runt Afrika?,Vasco da Gama,Magellan,Columbus,Díaz,
geografi,Vad heter den största bron i Lissabon?,Vasco da Gama-bron,Ponte 25 de Abril,Dom Luis I-bron,Santa Clara-bron,
geografi,Vad heter katedralen i Moskva med färgglada spiror?,Vasilijkatedralen,Kazan-katedralen,Isakskatedralen,Sofiakatedralen,
geografi,Minst befolkning i världen har detta land,Vatikanen,San Marino,Monaco,Nauru,
geografi,Vad heter Europas minsta självständiga land?,Vatikanstaten,Monaco,San Marino,Andorra,
geografi,Vad heter Islands största glaciär?,Vatnajökull,Hofsjökull,Langjökull,Mýrdalsjökull,
geografi,Vilken europeisk nationalpark är störst?,Vatnajökull på Island,Sarek i Sverige,Jotunheimen i Norge,Tatras i Polen,
geografi,"Vad heter skärgårdsstaden som kallas ""Stockholms pärla""?",Vaxholm,Saltsjöbaden,Dalarö,Gustavsberg,
geografi,Vad heter Sveriges största skidområde i Vemdalen?,Vemdalsfjällen,Sälenfjällen,Åreskutan,Funäsfjällen,
geografi,Var ligger Piazza San Marco?,Venedig,Rom,Milano,Palermo,
geografi,Var kan man åka gondol på kanaler?,Venedig,Amsterdam,Prag,Hamburg,
geografi,Var kan resenärer se de färgglada husen i Burano?,Venedig,Amalfi,Capri,Cinque Terre,
geografi,I vilken stad ligger det berömda Doge-palatset?,Venedig,Milano,Rom,Neapel,
geografi,I vilken stad ligger det berömda Ca' Rezzonico?,Venedig,Milano,Florens,Rom,
geografi,I vilken stad ligger det berömda Ca' Pesaro?,Venedig,Milano,Rom,Florens,
geografi,Var kan backpackers klättra Mount Roraima?,Venezuela,Colombia,Peru,Ecuador,
geografi,I detta land ligger världens högsta vattenfall från ett berg,Venezuela,Norge,Kanada,USA,
geografi,I vilken stad ligger det berömda Versailles-palatset?,Versailles,Paris,Reims,Fontainebleau,
geografi,I vilken europeisk stad kan du besöka det berömda Musée de l'Histoire de France?,Versailles,Paris,Reims,Compiègne,
geografi,Vilken norsk region är känd för sina fjordar?,Vestlandet,Sørlandet,Østlandet,Trøndelag,
geografi,Vad heter vulkanen som förstörde Pompeji år 79 e.kr.?,Vesuvius,Etna,Krakatoa,Mauna Loa,
geografi,Pompeii förstördes av denna vulkan,Vesuvius,Etna,Kilauea,Krakatau,
geografi,Var finns kända forsarna i Zambezi-floden?,Victoriafallen,Niagara,Iguazú,Tugela,
geografi,Vad heter Afrikas största sjö?,Victoriasjön,Tanganyikasjön,Malawisjön,Tsjadsjön,
geografi,Vad heter Afrikas största sjö?,Victoriasjön,Tanganyikasjön,Malawsjön,Turkanasjön,
geografi,Vilken huvudstad ligger vid floden Mekong?,Vientiane,Phnom Penh,Hanoi,Bangkok,
geografi,I vilket land hittar du Da Nang?,Vietnam,Libanon,Paraguay,Ryssland,
geografi,Ho Chi Minh-staden finns i vilket land?,Vietnam,Argentina,Ghana,Qatar,
geografi,I vilket land ligger Halong Bay?,Vietnam,Kambodja,Thailand,Filippinerna,
geografi,I vilket land ligger Ha Giang-loop – en favorit bland motorcyklister?,Vietnam,Thailand,Laos,Kina,
geografi,Detta land har världens längsta tunnelsystem under jord,Vietnarn,Kuba,Nordkorea,Schweiz,
geografi,Vad heter Litauens huvudstad?,Vilnius,Riga,Tallinn,Kaunas,
geografi,Vilken litauisk stad har den största gamla stadskärnan i Baltikum?,Vilnius,Kaunas,Klaipėda,Šiauliai,
geografi,Var finns medievala ringmuren bevarad som världsarv?,Visby,Karlskrona,Falun,Lund,
geografi,Var ligger Drottens ruin?,Visby,Lund,Kalmar,Linköping,
geografi,Vilken serbisk region är känd för sina kloster?,Vojvodina,Šumadija,Kosovo,Sandžak,
geografi,Vad heter Europas längsta flod?,Volga,Donau,Rhen,Loire,
geografi,Vad heter största sjön i Sverige?,Vänern,Vättern,Mälaren,Storsjön,
geografi,Var hittar man Glaskogens naturreservat?,Värmland,Dalarna,Småland,Hälsingland,
geografi,Vad heter länet där Åsele marknad hålls varje år?,Västerbotten,Norrbotten,Jämtland,Hälsingland,
geografi,Var hittar man Hornborgasjön känd för tranor?,Västergötland,Småland,Gotland,Uppland,
geografi,Var ligger Naturum Hornborgasjön?,Västergötland,Småland,Gotland,Blekinge,
geografi,I vilket landskap ligger Örnsköldsvik känd för sin ishockey och skidbackar?,Västernorrland,Jämtland,Hälsingland,Dalarna,
geografi,Var kan man uppleva Visfestival på sommaren?,Västervik,Falun,Göteborg,Uppsala,
geografi,Vad heter kusten vid Bohuslän känd för skärgård och granit?,Västkusten,Östkusten,Höga Kusten,Sydkusten,
geografi,Var finns världsarvet Engelsbergs bruk?,Västmanland,Dalarna,Närke,Södermanland,
geografi,Var finns världsminnesmärket Engelsbergs bruk?,Västmanland,Dalarna,Småland,Hälsingland,
geografi,Vad heter öknen där Petra ligger?,Wadi Musa,Wadi Rum,Gobi,Sahara,
geografi,Europeiska sömnvagnar kallas traditionellt för detta,Wagon-lits,Couchettes,Sleepers,Compartments,
geografi,"Vad heter Polen största stad?",Warszawa,Krakow,Łódź,Gdańsk,
geografi,Vilken stad är huvudstad i USA?,"Washington, D.C.",Quito,Kathmandu,Berlin,
geografi,I vilken europeisk stad kan du besöka det berömda Bauhaus-museet?,Weimar,Berlin,Dresden,Leipzig,
geografi,Vad heter huvudstaden i Nya Zeeland?,Wellington,Berlin,Alger,Dakar,
geografi,Vad heter världsarvet i Polen där man kan besöka saltgruvor under jord?,Wieliczka,Kraków mine,Katowice Salt,Bochnia,
geografi,Huvudstad i Österrike?,Wien,Caracas,Manila,Ulaanbaatar,
geografi,Var ligger Schönbrunn-palatset?,Wien,Prag,Budapest,Krakow,
geografi,I vilken stad ligger det berömda Schönbrunn-palatset?,Wien,Salzburg,Innsbruck,Linz,
geografi,Nachtzug sleeper-tåg trafikerar denna rutt från Wien,Wien-Roma,Wien-Hamburg,Wien-Zurich,Wien-Prag,
geografi,Vem var den första europé att segla runt Kap Horn?,Willem Schouten,James Cook,Ferdinand Magellan,Vasco da Gama,
geografi,Vad heter Europas äldsta bevarade borg?,Windsor,Alhambra,Hohenzollern,Kastellet,
geografi,Floden genom Warszawa?,Wisła,Seine,Elbe,Donau,
geografi,Genom Kraków flyter vilken flod?,Wisła,Donau,Tibern,Elbe,
geografi,Vad heter USAs största nationalpark i Alaska?,Wrangell–St. Elias,Yellowstone,Grand Canyon,Yosemite,
geografi,Vad heter den största nationella parken i USA?,Yellowstone,Grand Canyon,Yosemite,Everglades,
geografi,Vilket område i Kanada är berömt för sina norrsken?,Yukon,Nova Scotia,Ontario,Manitoba,
geografi,Vad heter huvudstaden i Kroatien?,Zagreb,Belgrad,Stockholm,Tokyo,
geografi,Vad heter Kroatiens huvudstad?,Zagreb,Split,Zadar,Pula,
geografi,Var finns Victoriajärnvägsbron?,Zambia,Kenya,Nigeria,Tanzania,
geografi,Vad heter ön utanför Tanzania känd för kryddplantager?,Zanzibar,Madeira,Reunion,Mauritius,
geografi,Vilken schweizisk stad ligger vid foten av Matterhorn?,Zermatt,Sankt Moritz,Interlaken,Lucern,
geografi,I vilket land finns Victoriafallen?,Zimbabwe,Mozambique,Zambia,Malawi,
geografi,Vilken holländsk region är känd för sina tulpaner?,Zuid-Holland,Noord-Holland,Gelderland,Utrecht,
geografi,Vad heter flygplatsen i Zürich?,Zürich Kloten,Basel Mulhouse,Geneva Cointrin,Bern Belp,
geografi,Vad heter fästningen vid Göteborgs kustinfart?,Älvsborgs fästning,Marstrand,Bohus fästning,Kastellet,
geografi,Vad heter Finlands största ö?,Åland,Kotka,Savonlinna,Kemi,
geografi,Var ligger Höga Kusten – känd för sin unika kustnatur?,Ångermanland,Blekinge,Östergötland,Halland,
geografi,Var ligger Skuleskogens nationalpark?,Ångermanland,Sörmland,Västergötland,Småland,
geografi,Vad heter den stora skidorten i Jämtland?,Åre,Sälen,Idre,Vemdalen,
geografi,Var hittar du Tännforsen – Sveriges största vattenfall till bredden?,Åre,Riksgränsen,Kiruna,Abisko,
geografi,Vad heter Danmarks näst största stad?,Århus,Odense,Aalborg,Ejsberg,
geografi,Vad kallas den process där öknar sprider sig?,Ökenspridning,Desertifiering,Erosion,Förökning,
geografi,Vad heter Sveriges näst största ö?,Öland,Gotland,Orust,Tjörn,
geografi,Vad heter bron som förbinder Malmö och Köpenhamn?,Öresundsbron,Storebæltsbron,Little Belt Bridge,Kattegattbron,
geografi,Var ligger Sveriges största djurpark Kolmården?,Östergötland,Sörmland,Uppland,Dalarna,
geografi,I vilket landskap ligger bergsområdet Omberg?,Östergötland,Södermanland,Skåne,Västerbotten,
geografi,Var ligger Stiklastadstenen ”Rökstenen”?,Östergötland,Västmanland,Gotland,Uppsala,
geografi,Var ligger Stureplan?,Östermalm,Vasastan,Södermalm,Djurgården,
geografi,Var kan man köra Grossglockner Hochalpenstrasse?,Österrike,Schweiz,Tyskland,Italien,
geografi,Polen i norr gränsar mot vilket hav?,Östersjön,Medelhavet,Svarta havet,Nordsjön,
geografi,Var ligger sjöodjuret Storsjön sägs bo?,Östersund,Åre,Sveg,Sollefteå,
geografi,Var ligger Storsjöyran?,Östersund,Stockholm,Gävle,Luleå,
geografi,Vad kallas den tektoniska plattan som Indien ligger på?,Indiska plattan,Eurasiska plattan,Arabiska plattan,Afrikanska plattan
geografi,Vilken valuta används i Schweiz?,Schweizerfranc,Euro,Krona,Mark
geografi,Hur många procent av jordens landmassa utgörs av öknar?,33%,25%,40%,20%
geografi,Vilken stad har världens största kollektivtrafiksystem?,Tokyo,London,New York,Paris
geografi,Vad kallas vindarna som blåser från Sahara mot Europa?,Sirocco,Mistral,Föhn,Bora
geografi,Vad heter den djupaste punkten i världshaven?,Marianergraven,Puerto Rico-graven,Javagraven,Kurilgraven
geografi,Vilken stad ligger på två kontinenter?,Istanbul,Kairo,Casablanca,Tanger
geografi,Hur många grader vrider sig jorden per timme?,15 grader,12 grader,18 grader,10 grader
geografi,Vilken valuta används i Polen?,Zloty,Koruna,Leu,Forint
geografi,Vad kallas de kalla havströmmarna utmed Perus kust?,Humboldtströmmen,Golfströmmen,Kuroshio,Benguelaströmmen
geografi,Vilket land har flest grannar (landgränser)?,Kina,Ryssland,Brasilien,Tyskland
geografi,Vad heter den högsta bygganden i Dubai?,Burj Khalifa,Burj Al Arab,Emirates Tower,Dubai Marina
geografi,Vilken ö är känd för sina blå grottor?,Capri,Santorini,Malta,Kreta
geografi,Hur lång är Panamakanalen?,82 kilometer,65 kilometer,95 kilometer,48 kilometer
geografi,Vilken valuta används i Tjeckien?,Tjeckiska kronan,Euro,Zloty,Forint
geografi,Vad kallas den naturliga broformation i Utah?,Delicate Arch,Rainbow Bridge,Natural Bridges,Arches Bridge
geografi,Vilket land har världens längsta kustlinje?,Kanada,Ryssland,Norge,Chile
geografi,Vad heter Japans högsta berg utöver Mount Fuji?,Mount Kita,Mount Hotaka,Mount Yari,Mount Shirane
geografi,Vilken stad kallas "Rosernas stad"?,Portland,Pasadena,Phoenix,Pittsburgh
geografi,Hur många öar består Filippinerna av?,7 641,6 500,8 200,5 800
geografi,Vad kallas den smältande permafrosten i Sibirien?,Talik,Tundra,Taiga,Thermokarst
geografi,Vilken valuta används i Ungern?,Forint,Leu,Kuna,Zloty
geografi,Vad heter världens djupaste sjö?,Bajkalsjön,Kaspiska havet,Tanganyikasjön,Issyk-Kul
geografi,Vilken stad har flest skyskrapor i världen?,Hong Kong,New York,Dubai,Shanghai
geografi,Hur många tidszoner har Kanada?,6,4,5,7
geografi,Vad kallas de starka vindarna i Argentina?,Pampero,Chinook,Santa Ana,Zonda
geografi,Vilket land har världens äldsta kontinuerligt bebodda stad?,Syrien,Grekland,Indien,Iran
geografi,Vad heter den berömda klippbildningen i Australien som inte är Uluru?,Kings Canyon,The Olgas,Devils Marbles,Pinnacles
geografi,Vilken valuta används i Rumänien?,Leu,Zloty,Kuna,Dinar
geografi,Hur stor del av Grönlands yta täcks av is?,80%,70%,90%,60%
geografi,Vad kallas de varma källorna på Island?,Geysir,Hot springs,Thermal pools,Fumaroles
geografi,Vad heter den berömda öknen i Chile?,Atacamaöknen,Patagonska öknen,Monte-öknen,Sechuranöknen
geografi,Vilken stad har världens äldsta tunnelbana?,London,New York,Boston,Paris
geografi,Hur många länder har bara en landgräns?,3,5,7,2
geografi,Vad kallas det geografiska området där tre tektoniska plattor möts?,Trippelpunkt,Plattkorsning,Tektonisk nod,Riftzon
geografi,Vilken valuta används i Kroatien?,Kuna,Euro,Dinar,Lev
geografi,Vad heter världens nordligaste huvudstad?,Reykjavik,Helsinki,Oslo,Nuuk
geografi,Vilket land har flest nationalparker?,USA,Australien,Kanada,Ryssland
geografi,Hur många meter över havet ligger Mexico City?,2 240 meter,1 800 meter,2 800 meter,3 200 meter
geografi,Vad kallas den berömda klippan i Gibraltar?,Rock of Gibraltar,Gibraltar Stone,Pillars of Gibraltar,Strait Rock
geografi,Vilken ö är känd för sina påskstatyer?,Påskön,Fiji,Tahiti,Samoa
geografi,Hur bred är Engelska kanalen på sitt smalaste ställe?,34 kilometer,25 kilometer,42 kilometer,18 kilometer
geografi,Vad heter den längsta floden i Europa?,Volga,Donau,Dnepr,Rhen
geografi,Vilken valuta används i Bulgarien?,Lev,Euro,Leu,Dinar
geografi,Vad kallas den berömda vattenfallet mellan USA och Kanada?,Niagarafallen,Angel Falls,Victoria Falls,Iguazu Falls
geografi,Vilket land har världens längsta tunnelbana?,Shanghai,London,New York,Beijing
geografi,Hur många grader nord ligger polcirkeln på?,66.5°,65°,67.5°,68°
geografi,Vad kallas de berömda vita klipporna i England?,Dover Cliffs,Brighton Cliffs,Cornwall Cliffs,Yorkshire Cliffs
geografi,Vilken stad ligger högst över havet?,La Paz,Quito,Cusco,Bogotá
geografi,Hur många öar har Norge?,239 057,150 000,300 000,180 000
geografi,Vad heter den berömda ökenstaden i Marocko?,Marrakech,Casablanca,Fez,Rabat
geografi,Vilken valuta används i Serbien?,Serbisk dinar,Euro,Kuna,Lev
geografi,Vad kallas den naturliga ljusfenomenet vid polerna?,Aurora,Morgonrodnad,Solhalo,Regnbåge
geografi,Vilket land har världens högsta vattenfall?,Venezuela,Norge,Kanada,Brasilien
geografi,Hur djup är Marianergraven?,11 034 meter,9 500 meter,12 200 meter,8 800 meter
geografi,Vad heter den berömda ön utanför San Francisco?,Alcatraz,Angel Island,Treasure Island,Yerba Buena
geografi,Vilken stad har världens största hamn?,Rotterdam,Shanghai,Singapore,Hamburg
geografi,Hur många länder ligger helt inom en annan nations gränser?,3,2,4,1
geografi,Vad kallas det geografiska fenomenet när land höjer sig ur havet?,Postglacial landhöjning,Isostasi,Epeirogenes,Tektonisk höjning
geografi,Vilken valuta används i Nordmakedonien?,Makedonsk denar,Euro,Lev,Dinar
geografi,Vad heter världens torraste ökn?,Atacamaöknen,Sahara,Gobi,Antarktis
geografi,Vilket land har flest biosfärreservat?,Spanien,Tyskland,Ryssland,USA
geografi,Hur stor andel av jordens sötvatten finns i Antarktis?,70%,60%,80%,50%
geografi,Vad kallas de berömda risfälten i Filippinerna?,Banaue-terrasserna,Cordillera-terrasserna,Luzon-terrasserna,Ifugao-terrasserna
geografi,Vilken stad har världens längsta gågata?,Strøget i Köpenhamn,Las Ramblas i Barcelona,Váci utca i Budapest,Knez Mihailova i Belgrad
geografi,Hur många aktiva vulkaner finns det ungefär i världen?,1 350,1 000,1 500,800
geografi,Vad heter den berömda öknen i Namibia?,Namiböknen,Kalahari,Karoo,Namib
geografi,Vilken valuta används i Albanien?,Lek,Euro,Dinar,Lev
geografi,Vad kallas de berömda kalkstensklipporna i Vietnam?,Ha Long Bay,Tam Coc,Ninh Binh,Cat Ba
geografi,Vilket land har världens djupaste järnvägsstation?,Nordkorea,Ryssland,Norge,Ukraina
geografi,Hur många meter djupt är Döda havet under havsnivån?,427 meter,380 meter,465 meter,510 meter
geografi,Vad heter den berömda saltslätten i Bolivia?,Salar de Uyuni,Salar de Atacama,Salar Grande,Salar de Coipasa
geografi,Vilken stad har världens äldsta zoo?,Wien,London,Paris,Berlin
geografi,Hur många naturliga satelliter har jorden?,1,0,2,3
geografi,Vad kallas det geologiska fenomenet när kontinenter driver isär?,Kontinentaldrift,Plattektonik,Riftning,Seafloor spreading
geografi,Vilken valuta används i Montenegro?,Euro,Serbisk dinar,Kuna,Lev
geografi,Vad heter världens största korallatoller?,Kwajalein,Bikini,Majuro,Enewetak
geografi,Vilket land har världens längsta sjökust?,Finland,Norge,Kanada,Sverige
geografi,Hur många länder har Ekvatorn?,13,11,15,9
geografi,Vad kallas de berömda lodräta klipporna i Irland?,Cliffs of Moher,Giant's Causeway,Ring of Kerry,Dingle Peninsula
geografi,Vilken stad ligger på flest kullar?,Rom,San Francisco,Istanbul,Lissabon
geografi,Hur stor del av jordens landyta täcks av skog?,31%,25%,38%,42%
geografi,Vad heter den berömda glaciären i Argentina?,Perito Moreno,Upsala,Spegazzini,Viedma
geografi,Vilken valuta används i Bosnien och Hercegovina?,Konvertibel mark,Euro,Dinar,Kuna
geografi,Vad kallas de underjordiska floderna i Yucatan?,Cenotes,Caves,Caverns,Sinkholes
geografi,Vilket land har världens största mangroveskog?,Bangladesh,Brasilien,Indien,Nigeria
geografi,Hur många grader per dag rör sig solen över himlen?,360°,180°,90°,15°
geografi,Vad heter den berömda klippstaden i Jordan?,Petra,Wadi Rum,Jerash,Amman
geografi,Vilken stad har världens högsta befolkningstäthet?,Manila,Dhaka,Mumbai,Lagos
geografi,Hur många tidszoner passerar Stillahavsoceanen?,24,20,18,22
geografi,Vad kallas den berömda isvägen i Kanada?,Ice Road,Frozen Highway,Winter Trail,Arctic Route
geografi,Vilken valuta används i Georgien?,Lari,Ruble,Manat,Dram
geografi,Vad heter världens högsta fristående berg?,Kilimanjaro,Denali,Mont Blanc,Aconcagua
geografi,Vilket land har flest klockslag samtidigt?,Frankrike,USA,Ryssland,Storbritannien
geografi,Hur många kilometer är jordens omkrets vid ekvatorn?,40 075 km,38 500 km,41 200 km,42 000 km
geografi,Vad kallas de berömda sandstensformationerna i USA?,Antelope Canyon,Grand Canyon,Bryce Canyon,Zion Canyon
geografi,Vilken stad har världens längsta tunnelbanestation?,Kiev,Moskva,Sankt Petersburg,Warszawa
geografi,Hur stor andel av jordens yta täcks av hav?,71%,68%,75%,63%
geografi,Vad heter den berömda vulkanön i Italien?,Stromboli,Etna,Vesuvius,Vulcano
geografi,Vilken valuta används i Armenien?,Dram,Lari,Ruble,Manat
geografi,Vad kallas det meteorologiska fenomenet med kraftiga regn i Asien?,Monsun,Tyfon,Cyklon,Orkan
geografi,Vilket land har världens längsta bro?,Kina,Danmark,Japan,USA
geografi,Hur många meter hög är Mount Everest?,8 849 meter,8 750 meter,8 900 meter,8 650 meter
geografi,Vad heter den berömda ökenstaden i Uzbekistan?,Khiva,Samarkand,Bukara,Tashkent
geografi,Vilken stad har världens äldsta universitet som fortfarande är aktivt?,Fez,Bologna,Oxford,Paris
geografi,Hur många kontinenter finns det traditionellt?,7,6,5,8
geografi,Vad kallas de berömda vita husen i Grekland?,Kykladisk arkitektur,Dorisk stil,Jonisk stil,Mykonos-stil
geografi,Vilken valuta används i Azerbajdzjan?,Manat,Lari,Ruble,Dram
geografi,Vad heter världens snabbaste flod?,Amazon,Colorado,Yangtze,Mekong
geografi,Vilket land har flest tidszonsskiften?,Ryssland,USA,Kanada,Australien
geografi,Hur djupt kan havsbotten vara som mest?,11 034 meter,9 500 meter,12 500 meter,8 200 meter
geografi,Vad kallas de berömda terrakottasoldaterna i Kina?,Terrakottaarmén,Xi'an-statyerna,Qin-soldaterna,Kejsararmén
geografi,Vilken stad har världens äldsta operahus som fortfarande används?,Neapel,Milano,Wien,Paris
geografi,Hur många naturliga öar har Sverige?,323 000,250 000,400 000,180 000
geografi,Vad heter den berömda öknen mellan Kina och Mongoliet?,Gobi,Taklamakan,Ordos,Tengger
geografi,Vilken valuta används i Belarus?,Belarusisk rubel,Rysk rubel,Hryvnia,Zloty
geografi,Vad kallas de naturliga heta källorna i Nya Zeeland?,Geotermiska källor,Hot pools,Thermal springs,Rotorua springs
geografi,Vilket land har världens högsta städer i genomsnitt?,Bolivia,Peru,Tibet,Ecuador
geografi,Hur många naturliga hamnar finns det i Stockholm?,50 000,30 000,80 000,20 000
geografi,Vad heter den berömda vulkankedjan i Indonesien?,Ring of Fire,Java-kedjan,Sumatra-kedjan,Banda-kedjan
geografi,Vilken stad har världens djupaste tunnelbanestation?,Kiev,Moskva,Sankt Petersburg,Pyongyang
geografi,Hur många olika klimatzoner finns det på jorden?,5,3,7,12
geografi,Vilken valuta används i Moldavien?,Leu,Euro,Ruble,Hryvnia
geografi,Vad heter världens högsta vattenfall som inte är frysta?,Angel Falls,Tugela Falls,Tres Hermanas,Cataratas Gocta
geografi,Vilket land har flest naturliga varma källor?,Island,Japan,Nya Zeeland,Italien
geografi,Hur många länder ligger på både norra och södra halvklotet?,13,8,15,6
geografi,Vad kallas de berömda kalkstensklipporna i Turkiet?,Pamukkale,Cappadocia,Fairy Chimneys,Cotton Castle
geografi,Vilken stad har världens största torg?,Beijing,Moskva,Mexiko City,Tehran
geografi,Hur många aktiva glaciärer finns det i Alperna?,4 000,2 500,6 000,1 800
geografi,Vilken valuta används i Tadzjikistan?,Somoni,Ruble,Manat,Som
geografi,Vad kallas det fenomen när dag och natt är lika långa?,Dagjämning,Solstånd,Equinox,Balance point
geografi,Vilket land har världens längsta alpina tunnlar?,Schweiz,Italien,Österrike,Frankrike
geografi,Hur många naturliga saltsjöar finns det i världen?,85,120,65,45
geografi,Vilken stad har världens äldsta bibliotek som fortfarande är öppet?,Alexandria,Damaskus,Cordova,Fez
geografi,Hur stor del av Amazonas regnskog ligger i Brasilien?,60%,50%,70%,45%
geografi,Vad kallas de berömda röda klipporna i Australien?,Uluru-området,Red Centre,Outback rocks,Desert stones
geografi,Vilken valuta används i Uzbekistan?,Som,Ruble,Manat,Tenge
geografi,Vad heter världens längsta bergskedja under vatten?,Mittatlantiska ryggen,Stilla havets rygg,Indiska oceanryggen,Arktiska ryggen
geografi,Vilken stad har världens längsta bro över vatten?,Hong Kong,Venedig,San Francisco,Istanbul
geografi,Hur många procent av jordens syre produceras i haven?,70%,50%,80%,60%
geografi,Vad heter den berömda öknen i Iran och Afghanistan?,Dasht-e Margo,Dasht-e Kavir,Registan,Kharan
geografi,Vilken valuta används i Kirgizistan?,Som,Ruble,Tenge,Manat
geografi,Vad kallas det naturliga fenomenet med lysande plankton?,Bioluminescens,Fosforescens,Fluorescens,Kemiluminescens
geografi,Hur många naturliga kustlinjer har Kroatien?,5 835 km,4 200 km,7 000 km,3 800 km
geografi,Vad heter den berömda isgruvstaden i Spetsbergen?,Longyearbyen,Barentsburg,Pyramiden,Ny-Ålesund
geografi,Vilken stad har världens högsta byggnad av natursten?,Ulm,Köln,Strasbourg,Chartres
geografi,Hur många tidszoner har Australien?,3,5,2,6
geografi,Vilken valuta används i Kazakhstan?,Tenge,Ruble,Som,Manat
geografi,Vad heter världens djupaste sjö efter Bajkal?,Tanganyikasjön,Kaspiska havet,Malawis\össjön,Issyk-Kul
geografi,Vilket land har flest naturliga geysrar?,Island,USA,Ryssland,Nya Zeeland
geografi,Hur många meter över havet ligger Lhasa i Tibet?,3 650 meter,2 800 meter,4 200 meter,5 100 meter
geografi,Vad kallas de berömda jordpyramiderna i Italien?,Pyramiderna i Segonzano,Dolomit-pyramiderna,Alpina pyramiderna,Tyrols pyramider
geografi,Hur stor andel av jordens landyta ligger under havets yta?,29%,35%,22%,41%
geografi,Vad heter den berömda salöknen i Iran?,Urmiasjön,Kaspiska havet,Qom Lake,Namak Lake
geografi,Vilken valuta används i Turkmenistan?,Manat,Ruble,Som,Tenge
geografi,Vad kallas det naturliga fenomenet med sjunkande mark?,Subsidens,Erosion,Kompaktering,Sättning
geografi,Vad heter den berömda vinregionen i Georgien?,Kakheti,Kartli,Samtskhe,Imereti
geografi,Vilken stad har världens äldsta metrostation som fortfarande används?,London,Boston,Budapest,Glasgow
geografi,Hur många grader lutar sig jordaxeln?,23.5°,25°,22°,21.5°
geografi,Vad kallas de berömda kritformationerna på Cypern?,Vita klipporna,Kalkklipporna,Aphrodites klippor,Troodos-klipporna
geografi,Vilken valuta används på Maldiverna?,Rufiyaa,Rupee,Dollar,Dirham
geografi,Vad heter världens högsta aktiva vulkan?,Ojos del Salado,Cotopaxi,Chimborazo,Llullaillaco
geografi,Vilket land har flest naturliga korallrev?,Australien,Indonesien,Filippinerna,Maldiverna
geografi,Hur många naturliga underjordiska sjöar finns i världen?,2 000,1 200,3 500,800
geografi,Vad kallas de berömda lerjättarna i Rumänien?,Muddy volcanoes,Vulcanii noroioși,Clay geysers,Earth fountains
geografi,Hur stor del av Sahara täcks av sanddyner?,15%,30%,25%,40%
geografi,Vad heter den berömda ön med jättsköldpaddor?,Galapagos,Aldabra,Seychellerna,Mauritius
geografi,Vilken valuta används i Bhutan?,Ngultrum,Rupee,Taka,Kyat
geografi,Vad kallas det fenomen när is smälter direkt till ånga?,Sublimation,Evaporation,Fusion,Kondensation
geografi,Hur många naturliga kraterlake finns det i världen?,180,120,250,90
geografi,Vad heter den berömda gruvstaden i Peru?,Cerro de Pasco,Huancayo,La Oroya,Tarma
geografi,Vilket kryddämne kommer ursprungligen från Ceylon?,Kanel,Peppar,Kardemumma,Kryddnejlika
geografi,I vilken stad uppfanns hamburgaren enligt legend?,Hamburg,New York,Chicago,Wien
geografi,Vad kallas den traditionella japanska teaceremonin?,Chanoyu,Ikebana,Origami,Kabuki
geografi,Vilken ost är traditionell från Roquefort i Frankrike?,Blåmögelost,Camembert,Brie,Gruyère
geografi,Vilket land är ursprunget till croissanter?,Österrike,Frankrike,Italien,Tyskland
geografi,Vad heter den traditionella skotska maträtten med fårkött?,Haggis,Shepherd's pie,Bangers and mash,Fish and chips
geografi,Vilken dryck är traditionell under tyska Oktoberfest?,Öl,Vin,Schnapps,Glögg
geografi,I vilket land uppfanns pizza enligt tradition?,Italien,USA,Grekland,Turkiet
geografi,Vad kallas den mexikanska chilisåsen?,Salsa,Guacamole,Pico de gallo,Mole
